High,Low,Open,Close,Volume,Adj Close,Return,Date,Week_Number,Year,mean_return,volatility
4576.47021484375,4546.5498046875,4548.31005859375,4570.60986328125,1794020000,4570.60986328125,0.0,2016-02-22,08,2016,0.09039999999999998,0.9559944037493107
4558.06005859375,4500.93994140625,4550.0498046875,4503.580078125,1777750000,4503.580078125,-1.467,2016-02-23,08,2016,0.09039999999999998,0.9559944037493107
4547.64013671875,4425.72021484375,4453.93017578125,4542.60986328125,1978180000,4542.60986328125,0.867,2016-02-24,08,2016,0.09039999999999998,0.9559944037493107
4582.2001953125,4516.89013671875,4554.72998046875,4582.2001953125,1667840000,4582.2001953125,0.872,2016-02-25,08,2016,0.09039999999999998,0.9559944037493107
4618.85009765625,4580.77978515625,4615.14013671875,4590.47021484375,1814920000,4590.47021484375,0.18,2016-02-26,08,2016,0.09039999999999998,0.9559944037493107
4619.89990234375,4557.4599609375,4585.2998046875,4557.9501953125,2065260000,4557.9501953125,-0.708,2016-02-29,09,2016,0.5528,1.36471011573887
4689.60009765625,4581.75,4596.009765625,4689.60009765625,2080150000,4689.60009765625,2.888,2016-03-01,09,2016,0.5528,1.36471011573887
4703.580078125,4665.93017578125,4683.7998046875,4703.419921875,1912510000,4703.419921875,0.295,2016-03-02,09,2016,0.5528,1.36471011573887
4707.72021484375,4674.4599609375,4698.3798828125,4707.419921875,1936290000,4707.419921875,0.085,2016-03-03,09,2016,0.5528,1.36471011573887
4746.64990234375,4687.93994140625,4715.759765625,4717.02001953125,2171230000,4717.02001953125,0.204,2016-03-04,09,2016,0.5528,1.36471011573887
4731.18994140625,4674.81982421875,4690.8798828125,4708.25,2084390000,4708.25,-0.186,2016-03-07,10,2016,0.13840000000000002,1.1541543657587576
4695.0400390625,4642.85986328125,4676.22021484375,4648.81982421875,1993060000,4648.81982421875,-1.262,2016-03-08,10,2016,0.13840000000000002,1.1541543657587576
4676.47021484375,4642.419921875,4666.419921875,4674.3798828125,1789550000,4674.3798828125,0.55,2016-03-09,10,2016,0.13840000000000002,1.1541543657587576
4716.14013671875,4607.990234375,4691.2001953125,4662.16015625,1936470000,4662.16015625,-0.261,2016-03-10,10,2016,0.13840000000000002,1.1541543657587576
